id,identifier,category_id,cost,fling_power,fling_effect_id,timing_id,is_berry,change_stat_id,change_stat_val,change_stat_id2,change_stat_val2
1442,dynamax-crystal-cas542,49,20,,,0,0,-1,100,-1,100
1443,dynamax-crystal-cas219,49,20,,,0,0,-1,100,-1,100
1444,dynamax-crystal-cas265,49,20,,,0,0,-1,100,-1,100
1445,dynamax-crystal-cnc3572,49,20,,,0,0,-1,100,-1,100
1446,dynamax-crystal-cnc3208,49,20,,,0,0,-1,100,-1,100
1447,dynamax-crystal-cnc3461,49,20,,,0,0,-1,100,-1,100
1448,dynamax-crystal-cnc3449,49,20,,,0,0,-1,100,-1,100
1449,dynamax-crystal-cnc3429,49,20,,,0,0,-1,100,-1,100
1450,dynamax-crystal-cnc3627,49,20,,,0,0,-1,100,-1,100
1451,dynamax-crystal-cnc3268,49,20,,,0,0,-1,100,-1,100
1452,dynamax-crystal-cnc3249,49,20,,,0,0,-1,100,-1,100
1453,dynamax-crystal-com4968,49,20,,,0,0,-1,100,-1,100
1454,dynamax-crystal-crv4757,49,20,,,0,0,-1,100,-1,100
1455,dynamax-crystal-crv4623,49,20,,,0,0,-1,100,-1,100
1456,dynamax-crystal-crv4662,49,20,,,0,0,-1,100,-1,100
1457,dynamax-crystal-crv4786,49,20,,,0,0,-1,100,-1,100
1458,dynamax-crystal-aur1708,49,20,,,0,0,-1,100,-1,100
1459,dynamax-crystal-aur2088,49,20,,,0,0,-1,100,-1,100
1460,dynamax-crystal-aur1605,49,20,,,0,0,-1,100,-1,100
1461,dynamax-crystal-aur2095,49,20,,,0,0,-1,100,-1,100
1462,dynamax-crystal-aur1577,49,20,,,0,0,-1,100,-1,100
1463,dynamax-crystal-aur1641,49,20,,,0,0,-1,100,-1,100
1464,dynamax-crystal-aur1612,49,20,,,0,0,-1,100,-1,100
1465,dynamax-crystal-pav7790,49,20,,,0,0,-1,100,-1,100
1466,dynamax-crystal-cet911,49,20,,,0,0,-1,100,-1,100
1467,dynamax-crystal-cet681,49,20,,,0,0,-1,100,-1,100
1468,dynamax-crystal-cet188,49,20,,,0,0,-1,100,-1,100
1469,dynamax-crystal-cet539,49,20,,,0,0,-1,100,-1,100
1470,dynamax-crystal-cet804,49,20,,,0,0,-1,100,-1,100
1471,dynamax-crystal-cep8974,49,20,,,0,0,-1,100,-1,100
1472,dynamax-crystal-cep8162,49,20,,,0,0,-1,100,-1,100
1473,dynamax-crystal-cep8238,49,20,,,0,0,-1,100,-1,100
1474,dynamax-crystal-cep8417,49,20,,,0,0,-1,100,-1,100
1475,dynamax-crystal-cen5267,49,20,,,0,0,-1,100,-1,100
1476,dynamax-crystal-cen5288,49,20,,,0,0,-1,100,-1,100
1477,dynamax-crystal-cen551,49,20,,,0,0,-1,100,-1,100
1478,dynamax-crystal-cen5459,49,20,,,0,0,-1,100,-1,100
1479,dynamax-crystal-cen5460,49,20,,,0,0,-1,100,-1,100
1480,dynamax-crystal-cmi2943,49,20,,,0,0,-1,100,-1,100
1481,dynamax-crystal-cmi2845,49,20,,,0,0,-1,100,-1,100
1482,dynamax-crystal-equ8131,49,20,,,0,0,-1,100,-1,100
1483,dynamax-crystal-vul7405,49,20,,,0,0,-1,100,-1,100
1484,dynamax-crystal-umi424,49,20,,,0,0,-1,100,-1,100
1485,dynamax-crystal-umi5563,49,20,,,0,0,-1,100,-1,100
1486,dynamax-crystal-umi5735,49,20,,,0,0,-1,100,-1,100
1487,dynamax-crystal-umi6789,49,20,,,0,0,-1,100,-1,100
1488,dynamax-crystal-crt4287,49,20,,,0,0,-1,100,-1,100
1489,dynamax-crystal-lyr7001,49,20,,,0,0,-1,100,-1,100
1490,dynamax-crystal-lyr7178,49,20,,,0,0,-1,100,-1,100
1491,dynamax-crystal-lyr7106,49,20,,,0,0,-1,100,-1,100
1492,dynamax-crystal-lyr7298,49,20,,,0,0,-1,100,-1,100
1493,dynamax-crystal-ara6585,49,20,,,0,0,-1,100,-1,100
1494,dynamax-crystal-sco6134,49,20,,,0,0,-1,100,-1,100
1495,dynamax-crystal-sco6527,49,20,,,0,0,-1,100,-1,100
1496,dynamax-crystal-sco6553,49,20,,,0,0,-1,100,-1,100
1497,dynamax-crystal-sco5953,49,20,,,0,0,-1,100,-1,100
1498,dynamax-crystal-sco5984,49,20,,,0,0,-1,100,-1,100
1499,dynamax-crystal-sco6508,49,20,,,0,0,-1,100,-1,100
1500,dynamax-crystal-sco6084,49,20,,,0,0,-1,100,-1,100
1501,dynamax-crystal-sco5944,49,20,,,0,0,-1,100,-1,100
1502,dynamax-crystal-sco6630,49,20,,,0,0,-1,100,-1,100
1503,dynamax-crystal-sco6027,49,20,,,0,0,-1,100,-1,100
1504,dynamax-crystal-sco6247,49,20,,,0,0,-1,100,-1,100
1505,dynamax-crystal-sco6252,49,20,,,0,0,-1,100,-1,100
1506,dynamax-crystal-sco5928,49,20,,,0,0,-1,100,-1,100
1507,dynamax-crystal-sco6241,49,20,,,0,0,-1,100,-1,100
1508,dynamax-crystal-sco6165,49,20,,,0,0,-1,100,-1,100
1509,dynamax-crystal-tri544,49,20,,,0,0,-1,100,-1,100
1510,dynamax-crystal-leo3982,49,20,,,0,0,-1,100,-1,100
1511,dynamax-crystal-leo4534,49,20,,,0,0,-1,100,-1,100
1512,dynamax-crystal-leo4357,49,20,,,0,0,-1,100,-1,100
1513,dynamax-crystal-leo4057,49,20,,,0,0,-1,100,-1,100
1514,dynamax-crystal-leo4359,49,20,,,0,0,-1,100,-1,100
1515,dynamax-crystal-leo4031,49,20,,,0,0,-1,100,-1,100
1516,dynamax-crystal-leo3852,49,20,,,0,0,-1,100,-1,100
1517,dynamax-crystal-leo3905,49,20,,,0,0,-1,100,-1,100
1518,dynamax-crystal-leo3773,49,20,,,0,0,-1,100,-1,100
1519,dynamax-crystal-gru8425,49,20,,,0,0,-1,100,-1,100
1520,dynamax-crystal-gru8636,49,20,,,0,0,-1,100,-1,100
1521,dynamax-crystal-gru8353,49,20,,,0,0,-1,100,-1,100
1522,dynamax-crystal-lib5685,49,20,,,0,0,-1,100,-1,100
1523,dynamax-crystal-lib5531,49,20,,,0,0,-1,100,-1,100
1524,dynamax-crystal-lib5787,49,20,,,0,0,-1,100,-1,100
1525,dynamax-crystal-lib5603,49,20,,,0,0,-1,100,-1,100
1526,dynamax-crystal-pup3165,49,20,,,0,0,-1,100,-1,100
1527,dynamax-crystal-pup3185,49,20,,,0,0,-1,100,-1,100
1528,dynamax-crystal-pup3045,49,20,,,0,0,-1,100,-1,100
1529,dynamax-crystal-cyg7924,49,20,,,0,0,-1,100,-1,100
1530,dynamax-crystal-cyg7417,49,20,,,0,0,-1,100,-1,100
1531,dynamax-crystal-cyg7796,49,20,,,0,0,-1,100,-1,100
1532,dynamax-crystal-cyg8301,49,20,,,0,0,-1,100,-1,100
1533,dynamax-crystal-cyg7949,49,20,,,0,0,-1,100,-1,100
1534,dynamax-crystal-cyg7528,49,20,,,0,0,-1,100,-1,100
1535,dynamax-crystal-oct7228,49,20,,,0,0,-1,100,-1,100
1536,dynamax-crystal-col1956,49,20,,,0,0,-1,100,-1,100
1537,dynamax-crystal-col2040,49,20,,,0,0,-1,100,-1,100
1538,dynamax-crystal-col2177,49,20,,,0,0,-1,100,-1,100
1539,dynamax-crystal-gem2990,49,20,,,0,0,-1,100,-1,100
1540,dynamax-crystal-gem2891,49,20,,,0,0,-1,100,-1,100
1541,dynamax-crystal-gem2421,49,20,,,0,0,-1,100,-1,100
1542,dynamax-crystal-gem2473,49,20,,,0,0,-1,100,-1,100
1543,dynamax-crystal-gem2216,49,20,,,0,0,-1,100,-1,100
1544,dynamax-crystal-gem2777,49,20,,,0,0,-1,100,-1,100
1545,dynamax-crystal-gem2650,49,20,,,0,0,-1,100,-1,100
1546,dynamax-crystal-gem2286,49,20,,,0,0,-1,100,-1,100
1547,dynamax-crystal-gem2484,49,20,,,0,0,-1,100,-1,100
1548,dynamax-crystal-gem2930,49,20,,,0,0,-1,100,-1,100
1549,dynamax-crystal-peg8775,49,20,,,0,0,-1,100,-1,100
1550,dynamax-crystal-peg8781,49,20,,,0,0,-1,100,-1,100
1551,dynamax-crystal-peg39,49,20,,,0,0,-1,100,-1,100
1552,dynamax-crystal-peg8308,49,20,,,0,0,-1,100,-1,100
1553,dynamax-crystal-peg8650,49,20,,,0,0,-1,100,-1,100
1554,dynamax-crystal-peg8634,49,20,,,0,0,-1,100,-1,100
1555,dynamax-crystal-peg8684,49,20,,,0,0,-1,100,-1,100
1556,dynamax-crystal-peg8450,49,20,,,0,0,-1,100,-1,100
1557,dynamax-crystal-peg8880,49,20,,,0,0,-1,100,-1,100
1558,dynamax-crystal-peg8905,49,20,,,0,0,-1,100,-1,100
1559,dynamax-crystal-oph6556,49,20,,,0,0,-1,100,-1,100
1560,dynamax-crystal-oph6378,49,20,,,0,0,-1,100,-1,100
1561,dynamax-crystal-oph6603,49,20,,,0,0,-1,100,-1,100
1562,dynamax-crystal-oph6149,49,20,,,0,0,-1,100,-1,100
1563,dynamax-crystal-oph6056,49,20,,,0,0,-1,100,-1,100
1564,dynamax-crystal-oph6075,49,20,,,0,0,-1,100,-1,100
1565,dynamax-crystal-ser5854,49,20,,,0,0,-1,100,-1,100
1566,dynamax-crystal-ser7141,49,20,,,0,0,-1,100,-1,100
1567,dynamax-crystal-ser5879,49,20,,,0,0,-1,100,-1,100
1568,dynamax-crystal-her6406,49,20,,,0,0,-1,100,-1,100
1569,dynamax-crystal-her6148,49,20,,,0,0,-1,100,-1,100
1570,dynamax-crystal-her6410,49,20,,,0,0,-1,100,-1,100
1571,dynamax-crystal-her6526,49,20,,,0,0,-1,100,-1,100
1572,dynamax-crystal-her6117,49,20,,,0,0,-1,100,-1,100
1573,dynamax-crystal-her6008,49,20,,,0,0,-1,100,-1,100
1574,dynamax-crystal-per936,49,20,,,0,0,-1,100,-1,100
1575,dynamax-crystal-per1017,49,20,,,0,0,-1,100,-1,100
1576,dynamax-crystal-per1131,49,20,,,0,0,-1,100,-1,100
1577,dynamax-crystal-per1228,49,20,,,0,0,-1,100,-1,100
1578,dynamax-crystal-per834,49,20,,,0,0,-1,100,-1,100
1579,dynamax-crystal-per941,49,20,,,0,0,-1,100,-1,100
1580,dynamax-crystal-phe99,49,20,,,0,0,-1,100,-1,100
1581,dynamax-crystal-phe338,49,20,,,0,0,-1,100,-1,100
1582,dynamax-crystal-vel3634,49,20,,,0,0,-1,100,-1,100
1583,dynamax-crystal-vel3485,49,20,,,0,0,-1,100,-1,100
1584,dynamax-crystal-vel3734,49,20,,,0,0,-1,100,-1,100
1585,dynamax-crystal-aqr8232,49,20,,,0,0,-1,100,-1,100
1586,dynamax-crystal-aqr8414,49,20,,,0,0,-1,100,-1,100
1587,dynamax-crystal-aqr8709,49,20,,,0,0,-1,100,-1,100
1588,dynamax-crystal-aqr8518,49,20,,,0,0,-1,100,-1,100
1589,dynamax-crystal-aqr7950,49,20,,,0,0,-1,100,-1,100
1590,dynamax-crystal-aqr8499,49,20,,,0,0,-1,100,-1,100
1591,dynamax-crystal-aqr8610,49,20,,,0,0,-1,100,-1,100
1592,dynamax-crystal-aqr8264,49,20,,,0,0,-1,100,-1,100
1593,dynamax-crystal-cru4853,49,20,,,0,0,-1,100,-1,100
1594,dynamax-crystal-cru4730,49,20,,,0,0,-1,100,-1,100
1595,dynamax-crystal-cru4763,49,20,,,0,0,-1,100,-1,100
1596,dynamax-crystal-cru4700,49,20,,,0,0,-1,100,-1,100
1597,dynamax-crystal-cru4656,49,20,,,0,0,-1,100,-1,100
1598,dynamax-crystal-psa8728,49,20,,,0,0,-1,100,-1,100
1599,dynamax-crystal-tra6217,49,20,,,0,0,-1,100,-1,100
1600,dynamax-crystal-cap7776,49,20,,,0,0,-1,100,-1,100
1601,dynamax-crystal-cap7754,49,20,,,0,0,-1,100,-1,100
1602,dynamax-crystal-cap8278,49,20,,,0,0,-1,100,-1,100
1603,dynamax-crystal-cap8322,49,20,,,0,0,-1,100,-1,100
1604,dynamax-crystal-cap7773,49,20,,,0,0,-1,100,-1,100
1605,dynamax-crystal-sge7479,49,20,,,0,0,-1,100,-1,100
1606,dynamax-crystal-car2326,49,20,,,0,0,-1,100,-1,100
1607,dynamax-crystal-car3685,49,20,,,0,0,-1,100,-1,100
1608,dynamax-crystal-car3307,49,20,,,0,0,-1,100,-1,100
1609,dynamax-crystal-car3699,49,20,,,0,0,-1,100,-1,100
1610,dynamax-crystal-dra5744,49,20,,,0,0,-1,100,-1,100
1611,dynamax-crystal-dra5291,49,20,,,0,0,-1,100,-1,100
1612,dynamax-crystal-dra6705,49,20,,,0,0,-1,100,-1,100
1613,dynamax-crystal-dra6536,49,20,,,0,0,-1,100,-1,100
1614,dynamax-crystal-dra7310,49,20,,,0,0,-1,100,-1,100
1615,dynamax-crystal-dra6688,49,20,,,0,0,-1,100,-1,100
1616,dynamax-crystal-dra4434,49,20,,,0,0,-1,100,-1,100
1617,dynamax-crystal-dra6370,49,20,,,0,0,-1,100,-1,100
1618,dynamax-crystal-dra7462,49,20,,,0,0,-1,100,-1,100
1619,dynamax-crystal-dra6396,49,20,,,0,0,-1,100,-1,100
1620,dynamax-crystal-dra6132,49,20,,,0,0,-1,100,-1,100
1621,dynamax-crystal-dra6636,49,20,,,0,0,-1,100,-1,100
1622,dynamax-crystal-cvn4915,49,20,,,0,0,-1,100,-1,100
1623,dynamax-crystal-cvn4785,49,20,,,0,0,-1,100,-1,100
1624,dynamax-crystal-cvn4846,49,20,,,0,0,-1,100,-1,100
1625,dynamax-crystal-aql7595,49,20,,,0,0,-1,100,-1,100
1626,dynamax-crystal-aql7557,49,20,,,0,0,-1,100,-1,100
1627,dynamax-crystal-aql7525,49,20,,,0,0,-1,100,-1,100
1628,dynamax-crystal-aql7602,49,20,,,0,0,-1,100,-1,100
1629,dynamax-crystal-aql7235,49,20,,,0,0,-1,100,-1,100
1630,max-honey,29,4000,30,,0,0,-1,100,-1,100
1631,max-mushrooms,1,6000,30,,0,0,-1,100,-1,100
1632,galarica-twig,9,20,30,,0,0,-1,100,-1,100
1633,galarica-cuff,9,3000,30,,0,0,-1,100,-1,100
1634,style-card,21,0,,,0,0,-1,100,-1,100
1635,armor-pass,22,0,,,0,0,-1,100,-1,100
1636,rotom-bike--sparkling-white,23,0,,,0,0,-1,100,-1,100
1637,rotom-bike--glistening-black,23,0,,,0,0,-1,100,-1,100
1638,exp-charm,21,0,,,0,0,-1,100,-1,100
1639,armorite-ore,9,20,30,,0,0,-1,100,-1,100
1640,mark-charm,21,0,,,0,0,-1,100,-1,100
1641,reins-of-unity--merge,23,0,,,0,0,-1,100,-1,100
1642,reins-of-unity--split,23,0,,,0,0,-1,100,-1,100
1643,galarica-wreath,9,3000,30,,0,0,-1,100,-1,100
1644,legendary-clue-1,22,0,,,0,0,-1,100,-1,100
1645,legendary-clue-2,22,0,,,0,0,-1,100,-1,100
1646,legendary-clue-3,22,0,,,0,0,-1,100,-1,100
1647,legendary-clue-question,22,0,,,0,0,-1,100,-1,100
1648,crown-pass,22,0,,,0,0,-1,100,-1,100
1649,wooden-crown,22,0,,,0,0,-1,100,-1,100
1650,radiant-petal,22,0,,,0,0,-1,100,-1,100
1651,white-mane-hair,22,0,,,0,0,-1,100,-1,100
1652,black-mane-hair,22,0,,,0,0,-1,100,-1,100
1653,iceroot-carrot,22,0,,,0,0,-1,100,-1,100
1654,shaderoot-carrot,22,0,,,0,0,-1,100,-1,100
1655,dynite-ore,9,20,30,,0,0,-1,100,-1,100
1656,carrot-seeds,22,20,,,0,0,-1,100,-1,100
1657,ability-patch,26,20,,,0,0,-1,100,-1,100
1658,reins-of-unity,22,0,,,0,0,-1,100,-1,100
1659,adamant-crystal,21,0,,,0,0,-1,100,-1,100
1660,lustrous-globe,21,0,,,0,0,-1,100,-1,100
1661,griseous-core,21,0,,,0,0,-1,100,-1,100
1662,blank-plate,17,0,,,31,0,-1,100,-1,100
1663,strange-ball,20,0,,,0,0,-1,100,-1,100
1664,legend-plate,17,0,,,31,0,-1,100,-1,100
1665,rotom-phone,20,0,,,0,0,-1,100,-1,100
1666,sandwich,20,0,,,0,0,-1,100,-1,100
1667,koraidon’s-poké-ball,20,0,,,0,0,-1,100,-1,100
1668,miraidon’s-poké-ball,20,0,,,0,0,-1,100,-1,100
1669,tera-orb,20,0,,,0,0,-1,100,-1,100
1670,scarlet-book,20,0,,,0,0,-1,100,-1,100
1671,violet-book,20,0,,,0,0,-1,100,-1,100
1672,kofu’s-wallet,22,0,,,0,0,-1,100,-1,100
1673,tiny-bamboo-shoot,24,375,,,0,0,-1,100,-1,100
1674,big-bamboo-shoot,24,1500,,,0,0,-1,100,-1,100
1675,scroll-of-darkness,21,0,,,0,0,-1,100,-1,100
1676,scroll-of-waters,21,0,,,0,0,-1,100,-1,100
1677,malicious-armor,10,750,,,0,0,-1,100,-1,100
1678,normal-tera-shard,52,500,,,0,0,-1,100,-1,100
1679,fire-tera-shard,52,500,,,0,0,-1,100,-1,100
1680,water-tera-shard,52,500,,,0,0,-1,100,-1,100
1681,electric-tera-shard,52,500,,,0,0,-1,100,-1,100
1682,grass-tera-shard,52,500,,,0,0,-1,100,-1,100
1683,ice-tera-shard,52,500,,,0,0,-1,100,-1,100
1684,fighting-tera-shard,52,500,,,0,0,-1,100,-1,100
1685,poison-tera-shard,52,500,,,0,0,-1,100,-1,100
1686,ground-tera-shard,52,500,,,0,0,-1,100,-1,100
1687,flying-tera-shard,52,500,,,0,0,-1,100,-1,100
1688,psychic-tera-shard,52,500,,,0,0,-1,100,-1,100
1689,bug-tera-shard,52,500,,,0,0,-1,100,-1,100
1690,rock-tera-shard,52,500,,,0,0,-1,100,-1,100
1691,ghost-tera-shard,52,500,,,0,0,-1,100,-1,100
1692,dragon-tera-shard,52,500,,,0,0,-1,100,-1,100
1693,dark-tera-shard,52,500,,,0,0,-1,100,-1,100
1694,steel-tera-shard,52,500,,,0,0,-1,100,-1,100
1695,fairy-tera-shard,52,500,,,0,0,-1,100,-1,100
1696,booster-energy,12,0,,,31,0,1,130,3,130
1697,ability-shield,12,20000,,,157,0,-1,100,-1,100
1698,clear-amulet,12,30000,,,24,0,-1,100,-1,100
1699,mirror-herb,12,30000,,,115,0,-1,100,-1,100
1700,punching-glove,12,15000,,,31,0,1,120,3,120
1701,covert-cloak,12,20000,,,31,0,-1,100,-1,100
1702,loaded-dice,12,20000,,,31,0,-1,100,-1,100
1703,baguette,53,0,,,0,0,-1,100,-1,100
1704,mayonnaise,53,120,,,0,0,-1,100,-1,100
1705,ketchup,53,110,,,0,0,-1,100,-1,100
1706,mustard,53,130,,,0,0,-1,100,-1,100
1707,butter,53,250,,,0,0,-1,100,-1,100
1708,peanut-butter,53,300,,,0,0,-1,100,-1,100
1709,chili-sauce,53,320,,,0,0,-1,100,-1,100
1710,salt,53,90,,,0,0,-1,100,-1,100
1711,pepper,53,100,,,0,0,-1,100,-1,100
1712,yogurt,53,140,,,0,0,-1,100,-1,100
1713,whipped-cream,53,200,,,0,0,-1,100,-1,100
1714,cream-cheese,53,280,,,0,0,-1,100,-1,100
1715,jam,53,120,,,0,0,-1,100,-1,100
1716,marmalade,53,260,,,0,0,-1,100,-1,100
1717,olive-oil,53,300,,,0,0,-1,100,-1,100
1718,vinegar,53,300,,,0,0,-1,100,-1,100
1719,sweet-herba-mystica,53,0,,,0,0,-1,100,-1,100
1720,salty-herba-mystica,53,0,,,0,0,-1,100,-1,100
1721,sour-herba-mystica,53,0,,,0,0,-1,100,-1,100
1722,bitter-herba-mystica,53,0,,,0,0,-1,100,-1,100
1723,spicy-herba-mystica,53,0,,,0,0,-1,100,-1,100
1724,lettuce,53,90,,,0,0,-1,100,-1,100
1725,tomato,53,100,,,0,0,-1,100,-1,100
1726,cherry-tomatoes,53,120,,,0,0,-1,100,-1,100
1727,cucumber,53,130,,,0,0,-1,100,-1,100
1728,pickle,53,90,,,0,0,-1,100,-1,100
1729,onion,53,130,,,0,0,-1,100,-1,100
1730,red-onion,53,230,,,0,0,-1,100,-1,100
1731,green-bell-pepper,53,230,,,0,0,-1,100,-1,100
1732,red-bell-pepper,53,240,,,0,0,-1,100,-1,100
1733,yellow-bell-pepper,53,240,,,0,0,-1,100,-1,100
1734,avocado,53,180,,,0,0,-1,100,-1,100
1735,bacon,53,150,,,0,0,-1,100,-1,100
1736,ham,53,170,,,0,0,-1,100,-1,100
1737,prosciutto,53,200,,,0,0,-1,100,-1,100
1738,chorizo,53,150,,,0,0,-1,100,-1,100
1739,herbed-sausage,53,400,,,0,0,-1,100,-1,100
1740,hamburger,53,380,,,0,0,-1,100,-1,100
1741,klawf-stick,53,500,,,0,0,-1,100,-1,100
1742,smoked-fillet,53,330,,,0,0,-1,100,-1,100
1743,fried-fillet,53,360,,,0,0,-1,100,-1,100
1744,egg,53,80,,,0,0,-1,100,-1,100
1745,potato-tortilla,53,250,,,0,0,-1,100,-1,100
1746,tofu,53,260,,,0,0,-1,100,-1,100
1747,rice,53,280,,,0,0,-1,100,-1,100
1748,noodles,53,280,,,0,0,-1,100,-1,100
1749,potato-salad,53,110,,,0,0,-1,100,-1,100
1750,cheese,53,120,,,0,0,-1,100,-1,100
1751,banana,53,80,,,0,0,-1,100,-1,100
1752,strawberry,53,140,,,0,0,-1,100,-1,100
1753,apple,53,130,,,0,0,-1,100,-1,100
1754,kiwi,53,180,,,0,0,-1,100,-1,100
1755,pineapple,53,250,,,0,0,-1,100,-1,100
1756,jalapeño,53,220,,,0,0,-1,100,-1,100
1757,horseradish,53,410,,,0,0,-1,100,-1,100
1758,curry-powder,53,450,,,0,0,-1,100,-1,100
1759,wasabi,53,330,,,0,0,-1,100,-1,100
1760,watercress,53,270,,,0,0,-1,100,-1,100
1761,basil,53,280,,,0,0,-1,100,-1,100
1762,venonat-fang,54,80,,,0,0,-1,100,-1,100
1763,diglett-dirt,54,80,,,0,0,-1,100,-1,100
1764,meowth-fur,54,80,,,0,0,-1,100,-1,100
1765,psyduck-down,54,60,,,0,0,-1,100,-1,100
1766,mankey-fur,54,80,,,0,0,-1,100,-1,100
1767,growlithe-fur,54,80,,,0,0,-1,100,-1,100
1768,slowpoke-claw,54,80,,,0,0,-1,100,-1,100
1769,magnemite-screw,54,80,,,0,0,-1,100,-1,100
1770,grimer-toxin,54,80,,,0,0,-1,100,-1,100
1771,shellder-pearl,54,140,,,0,0,-1,100,-1,100
1772,gastly-gas,54,80,,,0,0,-1,100,-1,100
1773,drowzee-fur,54,60,,,0,0,-1,100,-1,100
1774,voltorb-sparks,54,80,,,0,0,-1,100,-1,100
1775,scyther-claw,54,100,,,0,0,-1,100,-1,100
1776,tauros-hair,54,100,,,0,0,-1,100,-1,100
1777,magikarp-scales,54,40,,,0,0,-1,100,-1,100
1778,ditto-goo,54,300,,,0,0,-1,100,-1,100
1779,eevee-fur,54,200,,,0,0,-1,100,-1,100
1780,dratini-scales,54,200,,,0,0,-1,100,-1,100
1781,pichu-fur,54,100,,,0,0,-1,100,-1,100
1782,igglybuff-fluff,54,60,,,0,0,-1,100,-1,100
1783,mareep-wool,54,60,,,0,0,-1,100,-1,100
1784,hoppip-leaf,54,60,,,0,0,-1,100,-1,100
1785,sunkern-leaf,54,60,,,0,0,-1,100,-1,100
1786,murkrow-bauble,54,100,,,0,0,-1,100,-1,100
1787,misdreavus-tears,54,80,,,0,0,-1,100,-1,100
1788,girafarig-fur,54,100,,,0,0,-1,100,-1,100
1789,pineco-husk,54,80,,,0,0,-1,100,-1,100
1790,dunsparce-scales,54,120,,,0,0,-1,100,-1,100
1791,qwilfish-spines,54,80,,,0,0,-1,100,-1,100
1792,heracross-claw,54,100,,,0,0,-1,100,-1,100
1793,sneasel-claw,54,80,,,0,0,-1,100,-1,100
1794,teddiursa-claw,54,80,,,0,0,-1,100,-1,100
1795,delibird-parcel,54,240,,,0,0,-1,100,-1,100
1796,houndour-fang,54,80,,,0,0,-1,100,-1,100
1797,phanpy-nail,54,80,,,0,0,-1,100,-1,100
1798,stantler-hair,54,120,,,0,0,-1,100,-1,100
1799,larvitar-claw,54,200,,,0,0,-1,100,-1,100
1800,wingull-feather,54,60,,,0,0,-1,100,-1,100
1801,ralts-dust,54,80,,,0,0,-1,100,-1,100
1802,surskit-syrup,54,60,,,0,0,-1,100,-1,100
1803,shroomish-spores,54,80,,,0,0,-1,100,-1,100
1804,slakoth-fur,54,60,,,0,0,-1,100,-1,100
1805,makuhita-sweat,54,80,,,0,0,-1,100,-1,100
1806,azurill-fur,54,60,,,0,0,-1,100,-1,100
1807,sableye-gem,54,200,,,0,0,-1,100,-1,100
1808,meditite-sweat,54,80,,,0,0,-1,100,-1,100
1809,gulpin-mucus,54,80,,,0,0,-1,100,-1,100
1810,numel-lava,54,80,,,0,0,-1,100,-1,100
1811,torkoal-coal,54,140,,,0,0,-1,100,-1,100
1812,spoink-pearl,54,140,,,0,0,-1,100,-1,100
1813,cacnea-needle,54,80,,,0,0,-1,100,-1,100
1814,swablu-fluff,54,100,,,0,0,-1,100,-1,100
1815,zangoose-claw,54,120,,,0,0,-1,100,-1,100
1816,seviper-fang,54,120,,,0,0,-1,100,-1,100
1817,barboach-slime,54,60,,,0,0,-1,100,-1,100
1818,shuppet-scrap,54,80,,,0,0,-1,100,-1,100
1819,tropius-leaf,54,140,,,0,0,-1,100,-1,100
1820,snorunt-fur,54,80,,,0,0,-1,100,-1,100
1821,luvdisc-scales,54,160,,,0,0,-1,100,-1,100
1822,bagon-scales,54,200,,,0,0,-1,100,-1,100
1823,starly-feather,54,60,,,0,0,-1,100,-1,100
1824,kricketot-shell,54,40,,,0,0,-1,100,-1,100
1825,shinx-fang,54,60,,,0,0,-1,100,-1,100
1826,combee-honey,54,100,,,0,0,-1,100,-1,100
1827,pachirisu-fur,54,100,,,0,0,-1,100,-1,100
1828,buizel-fur,54,80,,,0,0,-1,100,-1,100
1829,shellos-mucus,54,80,,,0,0,-1,100,-1,100
1830,drifloon-gas,54,80,,,0,0,-1,100,-1,100
1831,stunky-fur,54,80,,,0,0,-1,100,-1,100
1832,bronzor-fragment,54,80,,,0,0,-1,100,-1,100
1833,bonsly-tears,54,80,,,0,0,-1,100,-1,100
1834,happiny-dust,54,300,,,0,0,-1,100,-1,100
1835,spiritomb-fragment,54,240,,,0,0,-1,100,-1,100
1836,gible-scales,54,200,,,0,0,-1,100,-1,100
1837,riolu-fur,54,160,,,0,0,-1,100,-1,100
1838,hippopotas-sand,54,80,,,0,0,-1,100,-1,100
1839,croagunk-poison,54,80,,,0,0,-1,100,-1,100
1840,finneon-scales,54,80,,,0,0,-1,100,-1,100
1841,snover-berries,54,60,,,0,0,-1,100,-1,100
1842,rotom-sparks,54,200,,,0,0,-1,100,-1,100
1843,petilil-leaf,54,60,,,0,0,-1,100,-1,100
1844,basculin-fang,54,80,,,0,0,-1,100,-1,100
1845,sandile-claw,54,80,,,0,0,-1,100,-1,100
1846,zorua-fur,54,140,,,0,0,-1,100,-1,100
1847,gothita-eyelash,54,80,,,0,0,-1,100,-1,100
1848,deerling-hair,54,60,,,0,0,-1,100,-1,100
1849,foongus-spores,54,80,,,0,0,-1,100,-1,100
1850,alomomola-mucus,54,120,,,0,0,-1,100,-1,100
1851,tynamo-slime,54,80,,,0,0,-1,100,-1,100
1852,axew-scales,54,200,,,0,0,-1,100,-1,100
1853,cubchoo-fur,54,80,,,0,0,-1,100,-1,100
1854,cryogonal-ice,54,100,,,0,0,-1,100,-1,100
1855,pawniard-blade,54,80,,,0,0,-1,100,-1,100
1856,rufflet-feather,54,80,,,0,0,-1,100,-1,100
1857,deino-scales,54,200,,,0,0,-1,100,-1,100
1858,larvesta-fuzz,54,200,,,0,0,-1,100,-1,100
